team,offense_overall_ppa,offense_passing_ppa,offense_rushing_ppa,offense_first_ppa,offense_second_ppa,offense_third_ppa,offense_cumulative_ppa,offense_cumulative_passing_ppa,offense_cumulative_rushing_ppa
Purdue,0.13988846108960834,0.19056943141686342,0.14470154796832657,-0.00560369230107079,0.216206193404797,0.389766511807839,118.06586115962943,76.6089114295791,62.800471818253726
