team,defense_overall_ppa,defense_passing_ppa,defense_rushing_ppa,defense_first_ppa,defense_second_ppa,defense_third_ppa,defense_cumulative_ppa,defense_cumulative_passing_ppa,defense_cumulative_rushing_ppa
Purdue,0.1870136805362648,0.31405899966042883,0.08161311651059223,0.05120298467560999,0.10992099873403022,0.6085235977630152,148.11483498472174,122.79706886722767,32.23718102168394
