team,offense_overall_ppa,offense_passing_ppa,offense_rushing_ppa,offense_first_ppa,offense_second_ppa,offense_third_ppa,offense_cumulative_ppa,offense_cumulative_passing_ppa,offense_cumulative_rushing_ppa
Michigan,0.3673359470719347,0.6522917676497382,0.20576046896619501,0.2087351980528358,0.25916411841488823,0.9439319843454688,204.6061225190676,155.89773246828742,64.60878725538524
